layer_height,wall_thickness,infill_density,nozzle_temperature,material_pla,tension_strenght
-1.3490299810470407,0.9608167405025027,1.4576699646280777,-0.10223972648864954,-1.0,18
-1.3490299810470407,0.6151992079476456,1.4576699646280777,0.23855936180684895,-1.0,16
-1.3490299810470407,-1.4585059873814967,1.0593994824892585,0.5793584501023474,-1.0,8
-1.3490299810470407,-0.4216533897169255,0.6611290003504396,1.2609566266933443,-1.0,10
-1.3490299810470407,0.2695816753927886,1.4576699646280777,1.9425548032843414,-1.0,5
-1.3490299810470407,1.6520518056122169,-0.5336824460660174,-1.4654360796706434,1.0,24
-1.3490299810470407,-0.07603585716206847,-1.7284938924824744,-1.124636991375145,1.0,12
-1.3490299810470407,1.6520518056122169,-1.7284938924824744,-0.7838379030796465,1.0,14
-1.3490299810470407,1.3064342730573597,0.6611290003504396,-0.443038814784148,1.0,27
-1.3490299810470407,0.9608167405025027,-0.5336824460660174,-0.10223972648864954,1.0,25
-0.7215741759088824,0.2695816753927886,1.0593994824892585,-0.10223972648864954,-1.0,37
-0.7215741759088824,-1.1128884548266396,-1.3302234103436554,0.23855936180684895,-1.0,12
-0.7215741759088824,1.6520518056122169,-0.1354119639271984,0.5793584501023474,-1.0,16
-0.7215741759088824,0.2695816753927886,-1.7284938924824744,1.2609566266933443,-1.0,9
-0.7215741759088824,-0.7672709222717826,-0.1354119639271984,1.9425548032843414,-1.0,10
-0.7215741759088824,1.6520518056122169,1.4576699646280777,-1.4654360796706434,1.0,27
-0.7215741759088824,-0.7672709222717826,-0.5336824460660174,-1.124636991375145,1.0,23
-0.7215741759088824,0.9608167405025027,-0.9319529282048364,-0.7838379030796465,1.0,26
-0.7215741759088824,-0.07603585716206847,1.0593994824892585,-0.443038814784148,1.0,33
-0.7215741759088824,1.6520518056122169,-0.1354119639271984,-0.10223972648864954,1.0,29
-0.09411837077072385,-1.4585059873814967,-0.5336824460660174,-0.10223972648864954,-1.0,16
-0.09411837077072385,-1.1128884548266396,-0.9319529282048364,0.23855936180684895,-1.0,12
-0.09411837077072385,-1.4585059873814967,-0.1354119639271984,0.5793584501023474,-1.0,10
-0.09411837077072385,1.3064342730573597,1.0593994824892585,1.2609566266933443,-1.0,19
-0.09411837077072385,-1.1128884548266396,0.2628585182116206,1.9425548032843414,-1.0,8
-0.09411837077072385,-1.4585059873814967,-0.1354119639271984,-1.4654360796706434,1.0,11
-0.09411837077072385,-0.4216533897169255,-0.5336824460660174,-1.124636991375145,1.0,12
-0.09411837077072385,-0.7672709222717826,-0.1354119639271984,-0.7838379030796465,1.0,18
-0.09411837077072385,-0.4216533897169255,1.4576699646280777,-0.443038814784148,1.0,34
-0.09411837077072385,-1.4585059873814967,-0.9319529282048364,-0.10223972648864954,1.0,14
0.6902013856519741,-0.4216533897169255,-0.1354119639271984,-0.10223972648864954,-1.0,27
0.6902013856519741,0.6151992079476456,-1.7284938924824744,0.23855936180684895,-1.0,19
0.6902013856519741,0.2695816753927886,-0.1354119639271984,0.5793584501023474,-1.0,18
0.6902013856519741,-1.4585059873814967,-0.1354119639271984,1.2609566266933443,-1.0,9
0.6902013856519741,0.6151992079476456,1.0593994824892585,1.9425548032843414,-1.0,13
0.6902013856519741,-0.7672709222717826,1.0593994824892585,-1.4654360796706434,1.0,33
0.6902013856519741,-0.4216533897169255,-0.1354119639271984,-1.124636991375145,1.0,24
0.6902013856519741,1.6520518056122169,-0.9319529282048364,-0.7838379030796465,1.0,26
0.6902013856519741,0.2695816753927886,-0.5336824460660174,-0.443038814784148,1.0,22
0.6902013856519741,-1.4585059873814967,-1.7284938924824744,-0.10223972648864954,1.0,4
1.4745211420746724,-0.4216533897169255,1.0593994824892585,-0.10223972648864954,-1.0,35
1.4745211420746724,1.3064342730573597,1.4576699646280777,0.23855936180684895,-1.0,34
1.4745211420746724,0.6151992079476456,-0.9319529282048364,0.5793584501023474,-1.0,28
1.4745211420746724,0.2695816753927886,1.4576699646280777,1.2609566266933443,-1.0,28
1.4745211420746724,-0.7672709222717826,1.0593994824892585,1.9425548032843414,-1.0,21
1.4745211420746724,-0.07603585716206847,0.2628585182116206,-1.4654360796706434,1.0,28
1.4745211420746724,-0.4216533897169255,-1.3302234103436554,-1.124636991375145,1.0,14
1.4745211420746724,-0.07603585716206847,0.2628585182116206,-0.7838379030796465,1.0,30
1.4745211420746724,0.6151992079476456,-0.5336824460660174,-0.443038814784148,1.0,29
1.4745211420746724,-0.7672709222717826,0.2628585182116206,-0.10223972648864954,1.0,27
