layer_height,wall_thickness,infill_density,nozzle_temperature,material_pla,tension_strenght
0.0,0.7777777777777777,1.0,0.4000000000000003,0.0,0.4242424242424242
0.0,0.6666666666666665,1.0,0.5,0.0,0.3636363636363636
0.0,0.0,0.875,0.6000000000000005,0.0,0.1212121212121212
0.0,0.3333333333333333,0.75,0.7999999999999998,0.0,0.1818181818181818
0.0,0.5555555555555556,1.0,1.0,0.0,0.0303030303030303
0.0,1.0,0.375,0.0,1.0,0.6060606060606061
0.0,0.4444444444444445,0.0,0.0999999999999996,1.0,0.2424242424242424
0.0,1.0,0.0,0.2000000000000001,1.0,0.303030303030303
0.0,0.8888888888888888,0.75,0.2999999999999998,1.0,0.696969696969697
0.0,0.7777777777777777,0.375,0.4000000000000003,1.0,0.6363636363636364
0.2222222222222221,0.5555555555555556,0.875,0.4000000000000003,0.0,1.0
0.2222222222222221,0.1111111111111111,0.125,0.5,0.0,0.2424242424242424
0.2222222222222221,1.0,0.5,0.6000000000000005,0.0,0.3636363636363636
0.2222222222222221,0.5555555555555556,0.0,0.7999999999999998,0.0,0.1515151515151515
0.2222222222222221,0.2222222222222222,0.5,1.0,0.0,0.1818181818181818
0.2222222222222221,1.0,1.0,0.0,1.0,0.696969696969697
0.2222222222222221,0.2222222222222222,0.375,0.0999999999999996,1.0,0.5757575757575758
0.2222222222222221,0.7777777777777777,0.25,0.2000000000000001,1.0,0.6666666666666666
0.2222222222222221,0.4444444444444445,0.875,0.2999999999999998,1.0,0.8787878787878788
0.2222222222222221,1.0,0.5,0.4000000000000003,1.0,0.7575757575757576
0.4444444444444443,0.0,0.375,0.4000000000000003,0.0,0.3636363636363636
0.4444444444444443,0.1111111111111111,0.25,0.5,0.0,0.2424242424242424
0.4444444444444443,0.0,0.5,0.6000000000000005,0.0,0.1818181818181818
0.4444444444444443,0.8888888888888888,0.875,0.7999999999999998,0.0,0.4545454545454546
0.4444444444444443,0.1111111111111111,0.625,1.0,0.0,0.1212121212121212
0.4444444444444443,0.0,0.5,0.0,1.0,0.2121212121212121
0.4444444444444443,0.3333333333333333,0.375,0.0999999999999996,1.0,0.2424242424242424
0.4444444444444443,0.2222222222222222,0.5,0.2000000000000001,1.0,0.4242424242424242
0.4444444444444443,0.3333333333333333,1.0,0.2999999999999998,1.0,0.9090909090909092
0.4444444444444443,0.0,0.25,0.4000000000000003,1.0,0.303030303030303
0.7222222222222221,0.3333333333333333,0.5,0.4000000000000003,0.0,0.696969696969697
0.7222222222222221,0.6666666666666665,0.0,0.5,0.0,0.4545454545454546
0.7222222222222221,0.5555555555555556,0.5,0.6000000000000005,0.0,0.4242424242424242
0.7222222222222221,0.0,0.5,0.7999999999999998,0.0,0.1515151515151515
0.7222222222222221,0.6666666666666665,0.875,1.0,0.0,0.2727272727272727
0.7222222222222221,0.2222222222222222,0.875,0.0,1.0,0.8787878787878788
0.7222222222222221,0.3333333333333333,0.5,0.0999999999999996,1.0,0.6060606060606061
0.7222222222222221,1.0,0.25,0.2000000000000001,1.0,0.6666666666666666
0.7222222222222221,0.5555555555555556,0.375,0.2999999999999998,1.0,0.5454545454545455
0.7222222222222221,0.0,0.0,0.4000000000000003,1.0,0.0
1.0,0.3333333333333333,0.875,0.4000000000000003,0.0,0.9393939393939392
1.0,0.8888888888888888,1.0,0.5,0.0,0.9090909090909092
1.0,0.6666666666666665,0.25,0.6000000000000005,0.0,0.7272727272727273
1.0,0.5555555555555556,1.0,0.7999999999999998,0.0,0.7272727272727273
1.0,0.2222222222222222,0.875,1.0,0.0,0.5151515151515151
1.0,0.4444444444444445,0.625,0.0,1.0,0.7272727272727273
1.0,0.3333333333333333,0.125,0.0999999999999996,1.0,0.303030303030303
1.0,0.4444444444444445,0.625,0.2000000000000001,1.0,0.787878787878788
1.0,0.6666666666666665,0.375,0.2999999999999998,1.0,0.7575757575757576
1.0,0.2222222222222222,0.625,0.4000000000000003,1.0,0.696969696969697
