layer_height,wall_thickness,infill_density,nozzle_temperature,bed_temperature,print_speed,fan_speed,roughness,tension_strenght,elongation,infill_pattern_grid,infill_pattern_honeycomb,material_abs,material_pla
0.0,0.7777777777777777,1.0,0.40000000000000036,0.0,0.0,0.0,0.01152737752161384,0.4242424242424242,0.27586206896551724,1.0,0.0,1.0,0.0
0.0,0.6666666666666665,1.0,0.5,0.25,0.0,0.25,0.03170028818443804,0.36363636363636365,0.3448275862068966,0.0,1.0,1.0,0.0
0.0,0.0,0.875,0.6000000000000005,0.5,0.0,0.5,0.05475504322766571,0.12121212121212122,0.13793103448275865,1.0,0.0,1.0,0.0
0.0,0.3333333333333333,0.75,0.7999999999999998,0.75,0.0,0.75,0.13544668587896252,0.18181818181818182,0.03448275862068964,0.0,1.0,1.0,0.0
0.0,0.5555555555555556,1.0,1.0,1.0,0.0,1.0,0.20461095100864551,0.030303030303030304,0.10344827586206895,1.0,0.0,1.0,0.0
0.0,1.0,0.375,0.0,0.0,0.0,0.0,0.11239193083573486,0.6060606060606061,0.2413793103448276,0.0,1.0,0.0,1.0
0.0,0.4444444444444445,0.0,0.09999999999999964,0.25,0.0,0.25,0.09798270893371756,0.24242424242424243,0.31034482758620696,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.20000000000000018,0.5,0.0,0.5,0.0,0.30303030303030304,0.3793103448275862,0.0,1.0,0.0,1.0
0.0,0.8888888888888888,0.75,0.2999999999999998,0.75,0.0,0.75,0.008645533141210374,0.696969696969697,0.3448275862068966,1.0,0.0,0.0,1.0
0.0,0.7777777777777777,0.375,0.40000000000000036,1.0,0.0,1.0,0.02593659942363112,0.6363636363636364,0.4482758620689655,0.0,1.0,0.0,1.0
0.22222222222222215,0.5555555555555556,0.875,0.40000000000000036,0.0,0.25,0.0,0.15561959654178675,1.0,0.689655172413793,1.0,0.0,1.0,0.0
0.22222222222222215,0.1111111111111111,0.125,0.5,0.25,0.25,0.25,0.20461095100864551,0.24242424242424243,0.3448275862068966,0.0,1.0,1.0,0.0
0.22222222222222215,1.0,0.5,0.6000000000000005,0.5,0.25,0.5,0.2795389048991354,0.36363636363636365,0.31034482758620696,1.0,0.0,1.0,0.0
0.22222222222222215,0.5555555555555556,0.0,0.7999999999999998,0.75,0.25,0.75,0.5158501440922191,0.1515151515151515,0.13793103448275865,0.0,1.0,1.0,0.0
0.22222222222222215,0.2222222222222222,0.5,1.0,1.0,0.25,1.0,0.5734870317002881,0.18181818181818182,0.20689655172413793,1.0,0.0,1.0,0.0
0.22222222222222215,1.0,1.0,0.0,0.0,0.25,0.0,0.3025936599423631,0.696969696969697,0.6206896551724138,0.0,1.0,0.0,1.0
0.22222222222222215,0.2222222222222222,0.375,0.09999999999999964,0.25,0.25,0.25,0.35734870317002876,0.5757575757575758,0.5172413793103448,1.0,0.0,0.0,1.0
0.22222222222222215,0.7777777777777777,0.25,0.20000000000000018,0.5,0.25,0.5,0.1930835734870317,0.6666666666666666,0.4137931034482759,0.0,1.0,0.0,1.0
0.22222222222222215,0.4444444444444445,0.875,0.2999999999999998,0.75,0.25,0.75,0.20461095100864551,0.8787878787878788,0.5862068965517242,1.0,0.0,0.0,1.0
0.22222222222222215,1.0,0.5,0.40000000000000036,1.0,0.25,1.0,0.1527377521613833,0.7575757575757576,0.5517241379310345,0.0,1.0,0.0,1.0
0.44444444444444436,0.0,0.375,0.40000000000000036,0.0,1.0,0.0,0.2853025936599423,0.36363636363636365,0.27586206896551724,1.0,0.0,1.0,0.0
0.44444444444444436,0.1111111111111111,0.25,0.5,0.25,1.0,0.25,0.3544668587896253,0.24242424242424243,0.2413793103448276,0.0,1.0,1.0,0.0
0.44444444444444436,0.0,0.5,0.6000000000000005,0.5,1.0,0.5,0.7031700288184438,0.18181818181818182,0.17241379310344826,1.0,0.0,1.0,0.0
0.44444444444444436,0.8888888888888888,0.875,0.7999999999999998,0.75,1.0,0.75,0.8386167146974063,0.4545454545454546,0.13793103448275865,0.0,1.0,1.0,0.0
0.44444444444444436,0.1111111111111111,0.625,1.0,1.0,1.0,1.0,1.0,0.12121212121212122,0.0,1.0,0.0,1.0,0.0
0.44444444444444436,0.0,0.5,0.0,0.0,1.0,0.0,0.45821325648414984,0.21212121212121215,0.4137931034482759,0.0,1.0,0.0,1.0
0.44444444444444436,0.3333333333333333,0.375,0.09999999999999964,0.25,1.0,0.25,0.44668587896253603,0.24242424242424243,0.27586206896551724,1.0,0.0,0.0,1.0
