layer_height,wall_thickness,infill_density,nozzle_temperature,material_pla,tension_strenght
-1.3490299810470405,0.9608167405025022,1.4576699646280777,-0.10223972648864868,-1.0,0.4242424242424242
-1.3490299810470405,0.615199207947645,1.4576699646280777,0.23855936180684875,-1.0,0.3636363636363636
-1.3490299810470405,-1.4585059873814967,1.0593994824892587,0.579358450102349,-1.0,0.1212121212121212
-1.3490299810470405,-0.42165338971692573,0.6611290003504396,1.2609566266933436,-1.0,0.1818181818181818
-1.3490299810470405,0.2695816753927885,1.4576699646280777,1.9425548032843412,-1.0,0.0303030303030303
-1.3490299810470405,1.6520518056122167,-0.5336824460660174,-1.4654360796706436,1.0,0.6060606060606061
-1.3490299810470405,-0.07603585716206852,-1.7284938924824746,-1.1246369913751464,1.0,0.2424242424242424
-1.3490299810470405,1.6520518056122167,-1.7284938924824746,-0.7838379030796463,1.0,0.303030303030303
-1.3490299810470405,1.3064342730573595,0.6611290003504396,-0.44303881478414875,1.0,0.696969696969697
-1.3490299810470405,0.9608167405025022,-0.5336824460660174,-0.10223972648864868,1.0,0.6363636363636364
-0.7215741759088824,0.2695816753927885,1.0593994824892587,-0.10223972648864868,-1.0,1.0
-0.7215741759088824,-1.1128884548266398,-1.3302234103436557,0.23855936180684875,-1.0,0.2424242424242424
-0.7215741759088824,1.6520518056122167,-0.13541196392719843,0.579358450102349,-1.0,0.3636363636363636
-0.7215741759088824,0.2695816753927885,-1.7284938924824746,1.2609566266933436,-1.0,0.1515151515151515
-0.7215741759088824,-0.7672709222717827,-0.13541196392719843,1.9425548032843412,-1.0,0.1818181818181818
-0.7215741759088824,1.6520518056122167,1.4576699646280777,-1.4654360796706436,1.0,0.696969696969697
-0.7215741759088824,-0.7672709222717827,-0.5336824460660174,-1.1246369913751464,1.0,0.5757575757575758
-0.7215741759088824,0.9608167405025022,-0.9319529282048366,-0.7838379030796463,1.0,0.6666666666666666
-0.7215741759088824,-0.07603585716206852,1.0593994824892587,-0.44303881478414875,1.0,0.8787878787878788
-0.7215741759088824,1.6520518056122167,-0.13541196392719843,-0.10223972648864868,1.0,0.7575757575757576
-0.09411837077072392,-1.4585059873814967,-0.5336824460660174,-0.10223972648864868,-1.0,0.3636363636363636
-0.09411837077072392,-1.1128884548266398,-0.9319529282048366,0.23855936180684875,-1.0,0.2424242424242424
-0.09411837077072392,-1.4585059873814967,-0.13541196392719843,0.579358450102349,-1.0,0.1818181818181818
-0.09411837077072392,1.3064342730573595,1.0593994824892587,1.2609566266933436,-1.0,0.4545454545454546
-0.09411837077072392,-1.1128884548266398,0.26285851821162065,1.9425548032843412,-1.0,0.1212121212121212
-0.09411837077072392,-1.4585059873814967,-0.13541196392719843,-1.4654360796706436,1.0,0.2121212121212121
-0.09411837077072392,-0.42165338971692573,-0.5336824460660174,-1.1246369913751464,1.0,0.2424242424242424
-0.09411837077072392,-0.7672709222717827,-0.13541196392719843,-0.7838379030796463,1.0,0.4242424242424242
-0.09411837077072392,-0.42165338971692573,1.4576699646280777,-0.44303881478414875,1.0,0.9090909090909092
-0.09411837077072392,-1.4585059873814967,-0.9319529282048366,-0.10223972648864868,1.0,0.303030303030303
0.6902013856519743,-0.42165338971692573,-0.13541196392719843,-0.10223972648864868,-1.0,0.696969696969697
0.6902013856519743,0.615199207947645,-1.7284938924824746,0.23855936180684875,-1.0,0.4545454545454546
0.6902013856519743,0.2695816753927885,-0.13541196392719843,0.579358450102349,-1.0,0.4242424242424242
0.6902013856519743,-1.4585059873814967,-0.13541196392719843,1.2609566266933436,-1.0,0.1515151515151515
0.6902013856519743,0.615199207947645,1.0593994824892587,1.9425548032843412,-1.0,0.2727272727272727
0.6902013856519743,-0.7672709222717827,1.0593994824892587,-1.4654360796706436,1.0,0.8787878787878788
0.6902013856519743,-0.42165338971692573,-0.13541196392719843,-1.1246369913751464,1.0,0.6060606060606061
0.6902013856519743,1.6520518056122167,-0.9319529282048366,-0.7838379030796463,1.0,0.6666666666666666
0.6902013856519743,0.2695816753927885,-0.5336824460660174,-0.44303881478414875,1.0,0.5454545454545455
0.6902013856519743,-1.4585059873814967,-1.7284938924824746,-0.10223972648864868,1.0,0.0
1.4745211420746729,-0.42165338971692573,1.0593994824892587,-0.10223972648864868,-1.0,0.9393939393939392
1.4745211420746729,1.3064342730573595,1.4576699646280777,0.23855936180684875,-1.0,0.9090909090909092
1.4745211420746729,0.615199207947645,-0.9319529282048366,0.579358450102349,-1.0,0.7272727272727273
1.4745211420746729,0.2695816753927885,1.4576699646280777,1.2609566266933436,-1.0,0.7272727272727273
1.4745211420746729,-0.7672709222717827,1.0593994824892587,1.9425548032843412,-1.0,0.5151515151515151
1.4745211420746729,-0.07603585716206852,0.26285851821162065,-1.4654360796706436,1.0,0.7272727272727273
1.4745211420746729,-0.42165338971692573,-1.3302234103436557,-1.1246369913751464,1.0,0.303030303030303
1.4745211420746729,-0.07603585716206852,0.26285851821162065,-0.7838379030796463,1.0,0.787878787878788
1.4745211420746729,0.615199207947645,-0.5336824460660174,-0.44303881478414875,1.0,0.7575757575757576
1.4745211420746729,-0.7672709222717827,0.26285851821162065,-0.10223972648864868,1.0,0.696969696969697
